Country Name,Country Code,Region,IncomeGroup,Year,Production
New Zealand,NZL,East Asia & Pacific,High income,2009,89.48
Oman,OMN,Middle East & North Africa,High income,2009,75.07
Pakistan,PAK,South Asia,Lower middle income,2009,94.01
Panama,PAN,Latin America & Caribbean,High income,2009,100.49
Peru,PER,Latin America & Caribbean,Upper middle income,2009,81.88
Philippines,PHL,East Asia & Pacific,Lower middle income,2009,94.51
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2009,90.13
Poland,POL,Europe & Central Asia,High income,2009,99.12
Puerto Rico,PRI,Latin America & Caribbean,High income,2009,108.79
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2009,99.82
Portugal,PRT,Europe & Central Asia,High income,2009,90.44
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2009,53.3
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2009,123.86
French Polynesia,PYF,East Asia & Pacific,High income,2009,95.66
Qatar,QAT,Middle East & North Africa,High income,2009,85.55
Romania,ROU,Europe & Central Asia,High income,2009,84.5
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2009,85.65
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,118.58
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,125.08
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2009,96.58
Singapore,SGP,East Asia & Pacific,High income,2009,79.15
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2009,125.13
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,90.28
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,109.77
Somalia,SOM,Sub-Saharan Africa,Low income,2009,94.19
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2009,105.45
Suriname,SUR,Latin America & Caribbean,Upper middle income,2009,85.18
Slovak Republic,SVK,Europe & Central Asia,High income,2009,87.17
Slovenia,SVN,Europe & Central Asia,High income,2009,99.15
Sweden,SWE,Europe & Central Asia,High income,2009,91.82
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2009,88.79
Seychelles,SYC,Sub-Saharan Africa,High income,2009,86.62
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2009,148.82
Chad,TCD,Sub-Saharan Africa,Low income,2009,57.32
Togo,TGO,Sub-Saharan Africa,Low income,2009,88.08
Thailand,THA,East Asia & Pacific,Upper middle income,2009,91.13
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2009,77.57
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2009,109.91
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2009,133.15
Tonga,TON,East Asia & Pacific,Upper middle income,2009,150.31
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,96.73
Tunisia,TUN,Middle East & North Africa,Lower middle income,2009,87.69
Turkiye,TUR,Europe & Central Asia,Upper middle income,2009,90.48
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2009,95.3
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2009,64.46
Uganda,UGA,Sub-Saharan Africa,Low income,2009,93.91
Ukraine,UKR,Europe & Central Asia,Lower middle income,2009,74.17
Uruguay,URY,Latin America & Caribbean,High income,2009,72.54
United States,USA,North America,High income,2009,89.74
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2009,72.43
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2009,94.69
"Venezuela, RB",VEN,Latin America & Caribbean,,2009,101.15
Vietnam,VNM,East Asia & Pacific,Lower middle income,2009,81.09
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2009,85.62
Samoa,WSM,East Asia & Pacific,Lower middle income,2009,95.22
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2009,110.3
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,95.4
Zambia,ZMB,Sub-Saharan Africa,Low income,2009,85.67
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2009,99.47
Afghanistan,AFG,South Asia,Low income,2010,89.61
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,91.32
Albania,ALB,Europe & Central Asia,Upper middle income,2010,82.74
United Arab Emirates,ARE,Middle East & North Africa,High income,2010,192.08
Argentina,ARG,Latin America & Caribbean,Upper middle income,2010,86.19
Armenia,ARM,Europe & Central Asia,Upper middle income,2010,69.15
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,101.14
Australia,AUS,East Asia & Pacific,High income,2010,85.65
Austria,AUT,Europe & Central Asia,High income,2010,92.34
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,86.58
Burundi,BDI,Sub-Saharan Africa,Low income,2010,101.46
Belgium,BEL,Europe & Central Asia,High income,2010,100.25
Benin,BEN,Sub-Saharan Africa,Lower middle income,2010,75.91
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2010,84.07
Bangladesh,BGD,South Asia,Lower middle income,2010,90.13
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2010,87.54
Bahrain,BHR,Middle East & North Africa,High income,2010,88.48
"Bahamas, The",BHS,Latin America & Caribbean,High income,2010,91.47
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2010,95.42
Belarus,BLR,Europe & Central Asia,Upper middle income,2010,103.61
Belize,BLZ,Latin America & Caribbean,Upper middle income,2010,100.69
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2010,75.99
Brazil,BRA,Latin America & Caribbean,Upper middle income,2010,88.04
Barbados,BRB,Latin America & Caribbean,High income,2010,141.65
Brunei Darussalam,BRN,East Asia & Pacific,High income,2010,88.19
Bhutan,BTN,South Asia,Lower middle income,2010,90.51
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2010,90.82
Central African Republic,CAF,Sub-Saharan Africa,Low income,2010,98.78
Canada,CAN,North America,High income,2010,78.66
Switzerland,CHE,Europe & Central Asia,High income,2010,95.61
Chile,CHL,Latin America & Caribbean,High income,2010,91.22
China,CHN,East Asia & Pacific,Upper middle income,2010,86.94
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2010,73.6
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2010,80.68
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2010,81.14
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2010,83.76
Colombia,COL,Latin America & Caribbean,Upper middle income,2010,77.62
Comoros,COM,Sub-Saharan Africa,Lower middle income,2010,98.76
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2010,87.91
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2010,84.9
Cuba,CUB,Latin America & Caribbean,Upper middle income,2010,84.44
Cyprus,CYP,Europe & Central Asia,High income,2010,110.17
Czechia,CZE,Europe & Central Asia,High income,2010,80.83
Germany,DEU,Europe & Central Asia,High income,2010,91.64
Djibouti,DJI,Middle East & North Africa,Lower middle income,2010,87.22
Dominica,DMA,Latin America & Caribbean,Upper middle income,2010,97.65
Denmark,DNK,Europe & Central Asia,High income,2010,89.12
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,71.33
Algeria,DZA,Middle East & North Africa,Lower middle income,2010,74.96
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,103.26
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2010,88.73
Eritrea,ERI,Sub-Saharan Africa,Low income,2010,86.66
Spain,ESP,Europe & Central Asia,High income,2010,97.54
Estonia,EST,Europe & Central Asia,High income,2010,65.24
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,72.55
Finland,FIN,Europe & Central Asia,High income,2010,90.26
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,93.81
France,FRA,Europe & Central Asia,High income,2010,95.32
Faroe Islands,FRO,Europe & Central Asia,High income,2010,91.37
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2010,80.09
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2010,86.53
United Kingdom,GBR,Europe & Central Asia,High income,2010,95.04
Georgia,GEO,Europe & Central Asia,Upper middle income,2010,80.76
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,83.87
Guinea,GIN,Sub-Saharan Africa,Low income,2010,83.16
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2010,156.77
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2010,91.21
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2010,92.07
Greece,GRC,Europe & Central Asia,High income,2010,99.52
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,71.48
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2010,78.86
Guyana,GUY,Latin America & Caribbean,Upper middle income,2010,76.29
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2010,97.52
Honduras,HND,Latin America & Caribbean,Lower middle income,2010,91.11
Croatia,HRV,Europe & Central Asia,High income,2010,95.74
Haiti,HTI,Latin America & Caribbean,Lower middle income,2010,88.82
Hungary,HUN,Europe & Central Asia,High income,2010,74.53
Indonesia,IDN,East Asia & Pacific,Lower middle income,2010,92.19
India,IND,South Asia,Lower middle income,2010,88.14
Ireland,IRL,Europe & Central Asia,High income,2010,85.81
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2010,88.74
Iraq,IRQ,Middle East & North Africa,Upper middle income,2010,123.84
Iceland,ISL,Europe & Central Asia,High income,2010,102.39
Israel,ISR,Middle East & North Africa,High income,2010,96.76
Italy,ITA,Europe & Central Asia,High income,2010,108.31
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2010,93.06
Jordan,JOR,Middle East & North Africa,Upper middle income,2010,84.37
Japan,JPN,East Asia & Pacific,High income,2010,100.24
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2010,64.66
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,95.2
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2010,89.06
Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,80.7
Kiribati,KIR,East Asia & Pacific,Lower middle income,2010,97.38
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2010,87.48
"Korea, Rep.",KOR,East Asia & Pacific,High income,2010,101.3
Kuwait,KWT,Middle East & North Africa,High income,2010,75.44
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2010,57.92
Lebanon,LBN,Middle East & North Africa,Lower middle income,2010,92.7
Liberia,LBR,Sub-Saharan Africa,Low income,2010,93.81
Libya,LBY,Middle East & North Africa,Upper middle income,2010,94.93
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2010,108.75
Sri Lanka,LKA,South Asia,Lower middle income,2010,96.58
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2010,128.61
Lithuania,LTU,Europe & Central Asia,High income,2010,56.13
Luxembourg,LUX,Europe & Central Asia,High income,2010,104.98
Latvia,LVA,Europe & Central Asia,High income,2010,62.36
"Macao SAR, China",MAC,East Asia & Pacific,High income,2010,97.22
Morocco,MAR,Middle East & North Africa,Lower middle income,2010,97.2
Moldova,MDA,Europe & Central Asia,Upper middle income,2010,84.95
Madagascar,MDG,Sub-Saharan Africa,Low income,2010,106.33
Maldives,MDV,South Asia,Upper middle income,2010,116.02
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,85.55
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2010,113.33
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2010,95.33
Mali,MLI,Sub-Saharan Africa,Low income,2010,72.02
Malta,MLT,Middle East & North Africa,High income,2010,104.26
Myanmar,MMR,East Asia & Pacific,Lower middle income,2010,110.99
Mongolia,MNG,East Asia & Pacific,Lower middle income,2010,83.61
Mozambique,MOZ,Sub-Saharan Africa,Low income,2010,117.21
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,80.78
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2010,109.55
Malawi,MWI,Sub-Saharan Africa,Low income,2010,69.71
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,92.79
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2010,91.1
New Caledonia,NCL,East Asia & Pacific,High income,2010,75.92
Niger,NER,Sub-Saharan Africa,Low income,2010,84.11
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2010,85.55
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2010,82.37
Netherlands,NLD,Europe & Central Asia,High income,2010,97.13
Norway,NOR,Europe & Central Asia,High income,2010,92.01
Nepal,NPL,South Asia,Lower middle income,2010,82.05
Nauru,NRU,East Asia & Pacific,High income,2010,99.66
New Zealand,NZL,East Asia & Pacific,High income,2010,89.41
Oman,OMN,Middle East & North Africa,High income,2010,84.7
Pakistan,PAK,South Asia,Lower middle income,2010,89.98
Panama,PAN,Latin America & Caribbean,High income,2010,97.95
Peru,PER,Latin America & Caribbean,Upper middle income,2010,86.03
Philippines,PHL,East Asia & Pacific,Lower middle income,2010,92.49
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2010,89.87
Poland,POL,Europe & Central Asia,High income,2010,88.3
Puerto Rico,PRI,Latin America & Caribbean,High income,2010,105.07
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2010,99.84
Portugal,PRT,Europe & Central Asia,High income,2010,93.2
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2010,82.05
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2010,98.5
French Polynesia,PYF,East Asia & Pacific,High income,2010,99.28
Qatar,QAT,Middle East & North Africa,High income,2010,91.86
Romania,ROU,Europe & Central Asia,High income,2010,88.0
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2010,61.78
Rwanda,RWA,Sub-Saharan Africa,Low income,2010,112.14
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,120.83
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2010,107.43
Singapore,SGP,East Asia & Pacific,High income,2010,86.89
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2010,91.27
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2010,102.26
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2010,105.49
Somalia,SOM,Sub-Saharan Africa,Low income,2010,105.69
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2010,103.33
Suriname,SUR,Latin America & Caribbean,Upper middle income,2010,87.46
Slovak Republic,SVK,Europe & Central Asia,High income,2010,69.05
Slovenia,SVN,Europe & Central Asia,High income,2010,99.8
Sweden,SWE,Europe & Central Asia,High income,2010,79.38
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2010,93.63
Seychelles,SYC,Sub-Saharan Africa,High income,2010,84.25
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2010,137.45
Chad,TCD,Sub-Saharan Africa,Low income,2010,106.28
Togo,TGO,Sub-Saharan Africa,Low income,2010,89.46
Thailand,THA,East Asia & Pacific,Upper middle income,2010,91.09
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2010,81.21
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2010,127.54
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2010,131.59
Tonga,TON,East Asia & Pacific,Upper middle income,2010,148.92
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2010,93.77
Tunisia,TUN,Middle East & North Africa,Lower middle income,2010,85.14
Turkiye,TUR,Europe & Central Asia,Upper middle income,2010,92.38
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2010,94.66
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2010,76.05
Uganda,UGA,Sub-Saharan Africa,Low income,2010,96.79
Ukraine,UKR,Europe & Central Asia,Lower middle income,2010,70.18
Uruguay,URY,Latin America & Caribbean,High income,2010,85.59
United States,USA,North America,High income,2010,89.55
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2010,76.49
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2010,92.7
"Venezuela, RB",VEN,Latin America & Caribbean,,2010,102.22
Vietnam,VNM,East Asia & Pacific,Lower middle income,2010,83.33
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2010,113.3
Samoa,WSM,East Asia & Pacific,Lower middle income,2010,95.59
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2010,122.7
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,94.2
Zambia,ZMB,Sub-Saharan Africa,Low income,2010,98.19
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2010,102.66
Afghanistan,AFG,South Asia,Low income,2011,81.18
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,100.99
Albania,ALB,Europe & Central Asia,Upper middle income,2011,87.45
United Arab Emirates,ARE,Middle East & North Africa,High income,2011,70.02
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,92.94
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,82.79
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,101.8
Australia,AUS,East Asia & Pacific,High income,2011,99.77
Austria,AUT,Europe & Central Asia,High income,2011,111.7
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,94.78
Burundi,BDI,Sub-Saharan Africa,Low income,2011,94.11
Belgium,BEL,Europe & Central Asia,High income,2011,101.77
Benin,BEN,Sub-Saharan Africa,Lower middle income,2011,83.33
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2011,72.52
Bangladesh,BGD,South Asia,Lower middle income,2011,93.22
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2011,87.97
Bahrain,BHR,Middle East & North Africa,High income,2011,86.15
"Bahamas, The",BHS,Latin America & Caribbean,High income,2011,93.77
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2011,97.55
Belarus,BLR,Europe & Central Asia,Upper middle income,2011,98.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2011,90.94
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2011,77.7
Brazil,BRA,Latin America & Caribbean,Upper middle income,2011,93.81
Barbados,BRB,Latin America & Caribbean,High income,2011,150.89
Brunei Darussalam,BRN,East Asia & Pacific,High income,2011,91.18
Bhutan,BTN,South Asia,Lower middle income,2011,109.42
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,107.55
Central African Republic,CAF,Sub-Saharan Africa,Low income,2011,103.39
Canada,CAN,North America,High income,2011,81.26
Switzerland,CHE,Europe & Central Asia,High income,2011,117.03
Chile,CHL,Latin America & Caribbean,High income,2011,97.08
China,CHN,East Asia & Pacific,Upper middle income,2011,91.44
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2011,76.23
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2011,81.87
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2011,84.79
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2011,85.11
Colombia,COL,Latin America & Caribbean,Upper middle income,2011,78.36
Comoros,COM,Sub-Saharan Africa,Lower middle income,2011,100.28
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2011,100.35
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2011,89.33
Cuba,CUB,Latin America & Caribbean,Upper middle income,2011,88.97
Cyprus,CYP,Europe & Central Asia,High income,2011,117.92
Czechia,CZE,Europe & Central Asia,High income,2011,94.38
Germany,DEU,Europe & Central Asia,High income,2011,90.66
Djibouti,DJI,Middle East & North Africa,Lower middle income,2011,91.4
Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,96.79
Denmark,DNK,Europe & Central Asia,High income,2011,90.77
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,79.3
Algeria,DZA,Middle East & North Africa,Lower middle income,2011,83.53
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,98.68
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2011,93.51
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,99.46
Spain,ESP,Europe & Central Asia,High income,2011,100.81
Estonia,EST,Europe & Central Asia,High income,2011,72.48
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,76.5
Finland,FIN,Europe & Central Asia,High income,2011,102.41
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,112.94
France,FRA,Europe & Central Asia,High income,2011,97.93
Faroe Islands,FRO,Europe & Central Asia,High income,2011,94.08
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2011,79.68
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2011,92.31
United Kingdom,GBR,Europe & Central Asia,High income,2011,99.4
Georgia,GEO,Europe & Central Asia,Upper middle income,2011,99.9
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,87.41
Guinea,GIN,Sub-Saharan Africa,Low income,2011,87.44
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2011,93.61
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,88.13
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2011,93.85
Greece,GRC,Europe & Central Asia,High income,2011,98.66
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,76.01
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2011,81.59
Guyana,GUY,Latin America & Caribbean,Upper middle income,2011,80.35
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2011,98.36
Honduras,HND,Latin America & Caribbean,Lower middle income,2011,98.58
Croatia,HRV,Europe & Central Asia,High income,2011,94.35
Haiti,HTI,Latin America & Caribbean,Lower middle income,2011,94.43
Hungary,HUN,Europe & Central Asia,High income,2011,85.22
Indonesia,IDN,East Asia & Pacific,Lower middle income,2011,94.08
India,IND,South Asia,Lower middle income,2011,94.41
Ireland,IRL,Europe & Central Asia,High income,2011,99.14
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2011,86.95
Iraq,IRQ,Middle East & North Africa,Upper middle income,2011,133.28
Iceland,ISL,Europe & Central Asia,High income,2011,79.12
Israel,ISR,Middle East & North Africa,High income,2011,98.53
Italy,ITA,Europe & Central Asia,High income,2011,108.45
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2011,100.91
Jordan,JOR,Middle East & North Africa,Upper middle income,2011,87.57
Japan,JPN,East Asia & Pacific,High income,2011,100.33
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2011,110.99
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,86.65
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2011,92.13
Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,93.63
Kiribati,KIR,East Asia & Pacific,Lower middle income,2011,97.48
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2011,108.77
"Korea, Rep.",KOR,East Asia & Pacific,High income,2011,99.66
Kuwait,KWT,Middle East & North Africa,High income,2011,107.96
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2011,64.61
Lebanon,LBN,Middle East & North Africa,Lower middle income,2011,83.29
Liberia,LBR,Sub-Saharan Africa,Low income,2011,96.03
Libya,LBY,Middle East & North Africa,Upper middle income,2011,97.59
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2011,110.83
Sri Lanka,LKA,South Asia,Lower middle income,2011,93.34
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,109.61
Lithuania,LTU,Europe & Central Asia,High income,2011,66.63
Luxembourg,LUX,Europe & Central Asia,High income,2011,102.66
Latvia,LVA,Europe & Central Asia,High income,2011,62.58
"Macao SAR, China",MAC,East Asia & Pacific,High income,2011,95.37
Morocco,MAR,Middle East & North Africa,Lower middle income,2011,99.77
Moldova,MDA,Europe & Central Asia,Upper middle income,2011,93.98
Madagascar,MDG,Sub-Saharan Africa,Low income,2011,105.49
Maldives,MDV,South Asia,Upper middle income,2011,105.88
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,81.84
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,98.33
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2011,91.77
Mali,MLI,Sub-Saharan Africa,Low income,2011,83.27
Malta,MLT,Middle East & North Africa,High income,2011,106.88
Myanmar,MMR,East Asia & Pacific,Lower middle income,2011,103.86
Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,100.84
Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,125.06
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,73.37
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,106.83
Malawi,MWI,Sub-Saharan Africa,Low income,2011,72.49
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,101.69
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,92.45
New Caledonia,NCL,East Asia & Pacific,High income,2011,74.45
Niger,NER,Sub-Saharan Africa,Low income,2011,71.05
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,79.31
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2011,94.04
Netherlands,NLD,Europe & Central Asia,High income,2011,103.01
Norway,NOR,Europe & Central Asia,High income,2011,80.18
Nepal,NPL,South Asia,Lower middle income,2011,89.31
Nauru,NRU,East Asia & Pacific,High income,2011,95.4
New Zealand,NZL,East Asia & Pacific,High income,2011,91.12
Oman,OMN,Middle East & North Africa,High income,2011,79.49
Pakistan,PAK,South Asia,Lower middle income,2011,98.54
Panama,PAN,Latin America & Caribbean,High income,2011,95.23
Peru,PER,Latin America & Caribbean,Upper middle income,2011,88.45
Philippines,PHL,East Asia & Pacific,Lower middle income,2011,96.89
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2011,95.17
Poland,POL,Europe & Central Asia,High income,2011,92.25
Puerto Rico,PRI,Latin America & Caribbean,High income,2011,103.61
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2011,100.45
Portugal,PRT,Europe & Central Asia,High income,2011,86.56
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2011,87.34
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2011,109.87
French Polynesia,PYF,East Asia & Pacific,High income,2011,101.32
Qatar,QAT,Middle East & North Africa,High income,2011,82.39
Romania,ROU,Europe & Central Asia,High income,2011,103.24
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2011,92.23
Rwanda,RWA,Sub-Saharan Africa,Low income,2011,120.27
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,121.72
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2011,66.56
Singapore,SGP,East Asia & Pacific,High income,2011,90.85
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2011,93.06
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2011,109.17
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2011,100.5
Somalia,SOM,Sub-Saharan Africa,Low income,2011,87.3
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2011,101.27
Suriname,SUR,Latin America & Caribbean,Upper middle income,2011,87.49
Slovak Republic,SVK,Europe & Central Asia,High income,2011,89.61
Slovenia,SVN,Europe & Central Asia,High income,2011,102.19
Sweden,SWE,Europe & Central Asia,High income,2011,85.27
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2011,96.19
Seychelles,SYC,Sub-Saharan Africa,High income,2011,88.77
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2011,159.7
Chad,TCD,Sub-Saharan Africa,Low income,2011,67.05
Togo,TGO,Sub-Saharan Africa,Low income,2011,100.01
Thailand,THA,East Asia & Pacific,Upper middle income,2011,99.16
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2011,87.34
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2011,112.86
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2011,101.75
Tonga,TON,East Asia & Pacific,Upper middle income,2011,148.19
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2011,94.19
